flight_number,origin,destination,departure_time,aircraft_type,occurrences
LX1255,ARN,FRA,05:10,320,1
LX5025,AMS,ZRH,10:15,320,1
LX5077,FRA,GVA,09:00,220,1
LX5099,AMS,GVA,21:00,220,1
LX5125,AMS,GVA,12:45,220,1
LX5129,AMS,ZRH,13:55,220,1
LX5155,FRA,ZRH,10:30,320,1
LX5165,FRA,ZRH,19:00,220,1
LX5169,FRA,GVA,07:15,220,1
LX5179,FRA,ZRH,14:00,220,1
LX724,ZRH,AMS,05:20,320,412
LX725,AMS,ZRH,07:50,320,405
LX728,ZRH,AMS,11:45,220,421
LX729,AMS,ZRH,14:15,220,415
LX730,ZRH,AMS,07:10,E90,150
LX731,AMS,ZRH,09:40,E90,141
LX732,ZRH,AMS,15:20,220,93
LX733,AMS,ZRH,17:55,220,91
LX734,ZRH,AMS,16:25,E95,409
LX735,AMS,ZRH,18:05,E95,401
LX736,ZRH,AMS,18:40,220,419
LX737,AMS,ZRH,05:00,220,419
LY0837,TLV,AMS,15:00,738,1
LY237,TLV,AMS,01:45,738,51
LY238,AMS,TLV,08:05,738,50
LY336,AMS,TLV,20:30,739,250
LY337,TLV,AMS,04:00,739,346
LY338,AMS,TLV,09:55,739,315
LY339,TLV,AMS,13:15,739,268
LY355,TLV,FRA,12:35,738,130
LY356,FRA,TLV,18:30,738,113
LY357,TLV,FRA,03:10,738,245
LY358,FRA,TLV,08:55,738,206
LY801,FRA,LGG,10:30,AB3,1
LY809,LGG,FRA,07:20,AB3,2
LY810,LGG,FRA,08:30,AB3,58
LY822,LGG,FRA,08:30,AB3,2
LY839,TLV,AMS,05:45,738,6
LY840,AMS,TLV,13:00,738,6
LY841,LGG,FRA,19:05,AB3,1
LY842,FRA,TLV,07:00,AB3,15
LY859,TLV,FRA,07:30,738,88
LY860,FRA,TLV,14:00,738,85
LY861,TLV,FRA,06:00,AB3,2
LY862,FRA,TLV,21:00,738,1
LY871,TLV,FRA,03:25,AB3,39
LY872,FRA,TLV,09:50,AB3,30
LY873,TLV,FRA,03:55,AB3,11
LY874,FRA,TLV,11:45,AB3,8
ME199,BEY,AMS,06:40,320,13
ME200,AMS,BEY,12:25,320,8
ME217,BEY,FRA,04:20,321,422
ME218,FRA,BEY,10:00,321,419
MF0811,XMN,AMS,04:40,788,266
MF0812,AMS,XMN,19:30,788,263
MF0813,FOC,AMS,04:15,788,8
MF0814,AMS,FOC,19:30,788,8
MH002,KUL,AMS,15:30,350,1
MH6124,KUL,AMS,07:00,332,54
MH6125,AMS,DOH,17:15,332,43
MH6126,DOH,AMS,00:35,332,54
MH6127,AMS,DOH,11:35,332,43
MP6121,AMS,MIA,21:40,744,39
MP6122,BOG,AMS,06:55,744,38
MP6131,AMS,MIA,06:35,744,8
MP6132,BOG,AMS,05:25,744,8
MP6141,AMS,MIA,21:45,744,56
MP6142,BOG,AMS,20:20,744,55
MP6151,AMS,MEM,08:00,744,1
MP6152,MEM,AMS,23:05,744,1
MP6161,AMS,MIA,07:55,744,52
MP6162,BOG,AMS,06:55,744,50
MP7341,AMS,VCP,22:25,744,1
MP7342,VCP,AMS,13:00,744,1
MP7351,AMS,VCP,20:50,744,1
MP7352,VCP,AMS,12:35,744,1
MP8111,AMS,NBO,23:55,744,1
MP8112,NBO,AMS,18:45,744,1
MP8161,AMS,NBO,09:35,744,1
MP8162,NBO,AMS,22:05,744,1
MP8321,AMS,JNB,21:40,744,12
MP8322,JNB,AMS,20:30,744,14
MP8331,AMS,JNB,21:40,744,28
MP8332,JNB,AMS,20:00,744,28
MP8341,AMS,JNB,21:40,744,14
MP8342,JNB,AMS,20:30,744,12
MP8351,AMS,JNB,22:20,744,35
MP8352,JNB,AMS,20:00,744,35
MP8371,AMS,JNB,22:15,744,52
MP8372,JNB,AMS,20:00,744,53
MP8561,AMS,JNB,21:40,744,11
MP8562,JNB,AMS,20:30,744,11
MP8931,AMS,CAI,09:00,744,6
MP8932,NBO,AMS,23:10,744,6
MP8951,AMS,CAI,09:20,744,10
MP8952,NBO,AMS,23:30,744,10
MP9161,AMS,CGK,10:30,744,3
MP9162,CGK,AMS,05:15,744,2
MP9171,AMS,HHN,19:00,744,12
MP9172,HHN,AMS,03:00,744,13
MP9411,AMS,HKG,13:10,744,48
MP9412,HKG,AMS,13:30,744,47
MP9421,AMS,DWC,08:00,744,45
MP9422,HKG,AMS,10:45,744,45
MP9431,AMS,ICN,07:20,744,8
MP9432,ICN,AMS,01:00,744,8
MP9441,AMS,DWC,08:55,744,45
MP9442,HKG,AMS,15:00,744,45
MP9451,AMS,HKG,17:30,744,4
MP9452,HKG,AMS,03:30,744,4
MP9461,AMS,DWC,17:00,744,46
MP9462,HKG,AMS,10:40,744,47
MP9471,AMS,DWC,09:20,744,11
MP9472,HKG,AMS,16:45,744,11
MS3330,AMS,KEF,03:00,220,2
MS737,CAI,IST,07:30,320,1
MS738,IST,CAI,10:55,320,1
MS757,CAI,AMS,08:00,321,425
MS758,AMS,CAI,13:40,321,371
MS785,CAI,FRA,07:40,321,425
MS786,FRA,CAI,13:25,321,393
MS996,YYZ,AMS,17:30,787,2
MU0771,PVG,AMS,04:30,77W,422
MU0772,AMS,PVG,18:15,77W,419
MU215,PVG,FRA,03:30,77W,8
MU216,FRA,PVG,17:10,77W,6
MU219,PVG,FRA,16:25,77W,403
MU220,FRA,PVG,12:30,77W,408
N09391,OSL,AMS,07:50,787,1
N8570,AMS,HKG,15:00,744,1
N8701,MCI,AMS,11:20,332,1
N8702,AMS,BGR,10:30,332,1
N8819,NBO,AMS,06:50,744,1
N8835,ATL,AMS,02:00,744,1
N8864,AMS,ATL,13:45,744,1
N8874,CAI,AMS,02:35,744,1
N8886,AMS,TLS,07:00,744,1
NB501,MXP,IST,00:40,333,1
NE6002,MAD,LXR,14:30,320,1
NE6136,HRG,FRA,12:30,320,24
NE6137,FRA,HRG,18:20,320,24
NE6140,HRG,FRA,00:05,320,17
NE6141,FRA,HRG,06:00,320,16
NE6386,HRG,FRA,00:05,320,1
NE6387,FRA,HRG,06:40,320,1
NE700,HRG,FRA,08:35,320,7
NE701,FRA,HRG,06:35,320,6
NE7124,HRG,FRA,00:05,320,1
NE7125,FRA,HRG,06:25,320,1
NE7275,HRG,FRA,11:03,320,1
NE7276,FRA,ZRH,17:30,320,1
NE7307,HRG,FRA,12:30,320,1
NE7308,FRA,CAI,18:45,320,1
NH1981,HND,AMS,22:30,773,1
NH1982,AMS,HND,14:20,773,1
NH203,HND,FRA,12:40,787,411
NH204,FRA,HND,10:10,787,417
NH223,HND,FRA,00:40,787,426
NH224,FRA,HND,18:45,787,422
NM11124,HRG,ZRH,02:30,320,4
NM11125,ZRH,HRG,08:15,320,3
NM15410,HRG,ZRH,07:00,320,1
NM16138,HRG,ZRH,07:30,320,3
NM16139,ZRH,HRG,13:15,320,3
NM16410,HRG,ZRH,01:00,738,1
NM16411,ZRH,HRG,06:30,738,1
NM17276,ZRH,HRG,19:35,320,1
NM17410,HRG,ZRH,13:00,320,6
NM17411,ZRH,HRG,18:45,320,6
NO6922,AMS,HRG,13:30,73M,1
NO8304,MXP,AMS,19:50,73M,1
NO831,MXP,AMS,17:20,330,1
NO8353,BLQ,AMS,16:30,73M,1
NO8356,BLQ,AMS,12:50,738,1
NO8482,AMS,MXP,15:40,73M,2
NO8583,MXP,AMS,15:10,738,1
NO8584,AMS,MXP,15:40,738,1
NO875,FCO,AMS,11:45,788,1
NO9304,AMS,MXP,22:45,73M,1
NO9356,AMS,FAO,16:00,738,1
NO9472,FCO,AMS,11:40,73M,1
OG460,KEF,AMS,06:10,320,259
OG461,AMS,KEF,10:30,320,258
OM137,UBN,FRA,01:50,787,271
OM138,FRA,UBN,12:20,787,271
OR040,AMS,AYT,12:00,738,3
OR041,AMS,KGS,05:30,73M,2
OR043,AMS,KGS,06:00,73M,1
OR044,IVL,AMS,04:40,73M,3
OR045,AMS,LPA,04:15,73M,3
OR046,KTT,AMS,11:45,73M,1
OR047,AMS,AYT,12:30,788,3
OR049,AMS,AYT,04:40,73M,3
OR050,MAN,AMS,11:45,738,1
OR053,AMS,BRU,08:00,73M,4
OR060,DUS,AMS,03:58,320,3
OR061,AMS,BRU,08:54,73M,5
OR062,BRU,AMS,04:45,320,3
OR064,BRU,AMS,05:14,73M,2
OR065,MAD,AMS,06:00,333,1
OR067,AMS,BRU,05:55,738,3
OR068,BRU,AMS,09:05,788,2
OR069,AMS,MAD,05:00,332,3
OR090,BRU,AMS,12:15,738,15
OR091,AMS,BRU,11:00,738,21
OR093,AMS,BRU,05:00,73M,19
OR094,BRU,AMS,05:00,73M,16
OR095,AMS,BRU,06:00,738,14
OR096,BRU,AMS,11:40,738,16
OR098,BRU,AMS,04:24,73M,13
OR099,AMS,BRU,09:30,73M,18
OR1021,AMS,PVK,15:35,738,22
OR1022,PVK,AMS,19:25,738,23
OR1023,AMS,PVK,12:00,73M,10
OR1025,AMS,PVK,03:30,73M,46
OR1031,AMS,MJT,05:20,320,12
OR1032,MJT,AMS,09:30,320,12
OR1033,AMS,MJT,04:05,73M,24
OR1035,AMS,MJT,04:35,73M,5
OR1041,AMS,SMI,05:15,73M,12
OR1042,SMI,AMS,09:35,73M,12
OR1043,AMS,SMI,05:05,73M,16
OR1071,AMS,HER,15:30,73M,35
OR1072,HER,AMS,19:55,73M,34
OR1073,AMS,HER,14:30,73M,43
OR1074,HER,AMS,18:55,73M,44
OR1075,AMS,HER,15:30,73M,13
OR1076,HER,AMS,19:55,73M,12
OR1077,AMS,HER,04:00,788,16
OR1078,HER,AMS,08:25,788,17
OR1086,HER,AMS,12:35,738,1
OR1091,AMS,HER,11:40,73M,28
OR1092,HER,AMS,16:10,73M,28
OR1101,AMS,AOK,05:30,73M,62
OR1102,AOK,AMS,10:05,73M,65
OR1103,AMS,AOK,05:40,73M,18
OR1104,AOK,AMS,10:25,738,8
OR1111,AMS,CFU,04:15,73M,24
OR1112,CFU,AMS,08:00,73M,24
OR1115,AMS,CFU,05:50,320,26
OR1116,CFU,AMS,09:35,320,29
OR1131,AMS,CHQ,04:35,73M,5
OR1132,CHQ,AMS,09:00,73M,6
OR1181,AMS,KGS,03:05,320,35
OR1182,KGS,AMS,07:30,320,24
OR1183,AMS,KGS,05:30,73M,43
OR1184,KGS,AMS,09:50,73M,44
OR1185,AMS,KGS,14:35,73M,37
OR1186,KGS,AMS,19:00,73M,38
OR1187,AMS,KGS,11:55,73M,21
OR1188,KGS,AMS,17:40,320,15
OR1189,AMS,KGS,07:35,738,31
OR1190,KGS,AMS,10:20,738,34
OR1197,AMS,KGS,13:05,738,5
OR1201,AMS,RHO,15:45,73M,50
OR1202,RHO,AMS,20:15,73M,50
OR1203,AMS,RHO,13:45,320,42
OR1204,RHO,AMS,18:50,73M,41
OR1205,AMS,RHO,04:10,320,24
OR1206,RHO,AMS,08:40,320,25
OR1207,AMS,RHO,13:45,73M,10
OR1231,AMS,ZTH,03:25,738,84
OR1232,ZTH,AMS,15:50,738,86
OR1233,AMS,ZTH,04:00,738,27
OR1234,ZTH,AMS,07:50,738,28
OR1235,AMS,ZTH,05:25,738,6
OR1236,ZTH,AMS,09:20,738,5
OR1237,AMS,ZTH,11:55,738,23
OR1238,ZTH,AMS,15:50,738,25
OR1251,AMS,ZTH,05:25,73M,22
OR1501,AMS,PMI,16:35,320,24
OR1502,PMI,AMS,19:55,320,24
OR1503,AMS,PMI,04:20,320,21
OR1504,PMI,AMS,19:10,320,24
OR1505,AMS,PMI,16:05,73M,16
OR1506,PMI,AMS,19:30,73M,16
OR1507,AMS,PMI,17:20,73M,26
OR1508,PMI,AMS,20:40,73M,25
OR1509,AMS,PMI,08:05,738,9
OR1510,PMI,AMS,11:30,738,9
OR1531,AMS,IBZ,14:00,738,18
OR1532,IBZ,AMS,07:25,738,18
OR1533,AMS,IBZ,04:20,73M,25
OR1534,IBZ,AMS,07:55,73M,25
OR1535,AMS,IBZ,04:10,73M,5
OR1536,IBZ,AMS,07:50,73M,5
OR1563,AMS,MAH,06:00,73M,8
OR1564,MAH,AMS,09:05,73M,8
OR1573,AMS,ACE,13:25,738,3
OR1574,ACE,AMS,18:45,738,3
OR1575,AMS,ACE,10:45,738,21
OR1576,ACE,AMS,16:00,738,22
OR1577,AMS,ACE,12:15,738,4
OR1578,ACE,AMS,17:35,738,4
OR1585,AMS,ACE,09:15,738,32
OR1603,AMS,FUE,09:50,73M,26
OR1604,FUE,AMS,15:20,73M,27
OR1605,AMS,FUE,10:05,73M,71
OR1606,FUE,AMS,10:20,73M,2
OR1607,AMS,FUE,13:15,73M,12
OR1608,FUE,AMS,18:55,73M,7
OR1631,AMS,LPA,06:55,73M,55
OR1632,LPA,AMS,16:50,73M,56
OR1633,AMS,LPA,12:55,73M,113
OR1634,LPA,AMS,18:40,73M,114
OR1635,AMS,LPA,04:20,73M,136
OR1636,LPA,AMS,21:00,73M,137
OR1637,AMS,LPA,12:55,788,65
OR1638,LPA,AMS,18:40,788,66
OR1639,AMS,LPA,04:30,73M,57
OR1640,LPA,AMS,10:10,73M,57
OR1641,AMS,LPA,10:25,73M,41
OR1642,LPA,AMS,16:05,788,34
OR1644,LPA,AMS,18:40,73M,6
OR1659,AMS,GRQ,09:30,73M,57
OR1660,GRQ,AMS,18:40,73M,49
OR1661,AMS,TFS,09:30,73M,27
OR1662,TFS,AMS,15:10,73M,27
OR1663,AMS,TFS,13:20,73M,62
OR1664,TFS,AMS,19:25,73M,64
OR1665,AMS,TFS,11:00,73M,65
OR1666,TFS,AMS,16:45,73M,63
OR1667,AMS,TFS,13:10,73M,47
OR1668,TFS,AMS,19:10,73M,31
OR1669,AMS,TFS,10:15,73M,53
OR167,AMS,LPA,15:15,73M,1
OR1670,TFS,AMS,15:50,73M,49
OR1672,TFS,AMS,15:50,738,4
OR1677,AMS,LPA,09:35,73M,6
OR168,LPA,AMS,21:00,73M,1
OR1686,TFS,AMS,12:50,73M,1
OR1701,AMS,FAO,15:35,738,29
OR1702,FAO,AMS,07:40,738,28
OR1741,AMS,FNC,05:25,73M,78
OR1742,FNC,AMS,10:25,73M,77
OR1743,AMS,FNC,04:20,73M,6
OR1744,FNC,AMS,09:20,73M,4
OR1803,AMS,PFO,05:00,738,7
OR1804,PFO,AMS,09:55,73M,7
OR1901,AMS,BDS,05:25,73M,9
OR1902,BDS,AMS,08:55,73M,9
OR191,AMS,ZNZ,19:35,788,195
OR192,ZNZ,AMS,08:10,788,30
OR2005,AMS,BOJ,05:35,320,11
OR2006,BOJ,AMS,09:25,320,11
OR2011,AMS,BOJ,05:00,73M,11
OR2012,BOJ,AMS,08:50,73M,11
OR2101,AMS,KTT,04:35,73M,19
OR2102,KTT,AMS,08:35,73M,18
OR2103,AMS,KTT,05:00,73M,33
OR2104,KTT,AMS,09:20,73M,31
OR2105,AMS,KTT,05:40,73M,5
OR2111,AMS,IVL,04:50,73M,13
OR2112,IVL,AMS,09:05,73M,14
OR2117,AMS,IVL,06:20,73M,3
OR2131,AMS,KAJ,06:20,73M,12
OR2201,AMS,SCR,07:00,73M,19
OR2202,SCR,AMS,09:55,73M,19
OR3001,AMS,AYT,05:40,320,24
OR3002,AYT,AMS,10:20,320,24
OR3003,AMS,AYT,11:35,73M,12
OR3004,AYT,AMS,16:10,73M,11
OR3005,AMS,AYT,04:05,320,10
OR3006,AYT,AMS,08:45,320,10
OR3007,AMS,AYT,05:05,73M,28
OR3008,AYT,AMS,16:45,73M,28
OR3009,AMS,AYT,03:25,73M,6
OR3010,AYT,AMS,08:05,738,8
OR3011,AMS,AYT,13:45,73M,40
OR3012,AYT,AMS,18:25,73M,41
OR3015,AMS,AYT,13:35,73M,33
OR3016,AYT,AMS,11:40,73M,31
OR3017,AMS,AYT,06:25,320,25
OR3018,AYT,AMS,11:10,320,27
OR3019,AMS,AYT,05:10,738,38
OR3020,AYT,AMS,09:55,738,38
OR3021,AMS,AYT,05:25,788,28
OR3022,AYT,AMS,10:10,788,28
OR3023,AMS,AYT,05:20,738,16
OR3024,AYT,AMS,19:50,738,15
OR3025,AMS,AYT,04:30,738,35
OR3026,AYT,AMS,19:10,738,35
OR3027,AMS,AYT,14:15,320,23
OR3028,AYT,AMS,18:55,320,23
OR3029,AMS,AYT,14:30,73M,21
OR3030,AYT,AMS,19:10,73M,21
OR3031,AMS,AYT,05:20,738,12
OR3032,AYT,AMS,10:10,738,9
OR3033,AMS,AYT,03:40,73M,13
OR3034,AYT,AMS,08:20,73M,14
OR3035,AMS,AYT,05:20,738,7
OR3037,AMS,AYT,13:15,738,16
OR3038,AYT,AMS,11:52,320,3
OR3044,AYT,AMS,18:54,73M,1
OR3051,AMS,DLM,14:55,73M,46
OR3052,DLM,AMS,19:25,73M,46
OR3053,AMS,DLM,05:45,73M,12
OR3054,DLM,AMS,10:53,73M,12
OR3055,AMS,DLM,12:00,788,30
OR3056,DLM,AMS,16:40,788,31
OR3057,AMS,DLM,05:20,788,14
OR3058,DLM,AMS,08:30,73M,4
OR3061,AMS,DLM,06:05,738,8
OR3091,AMS,BJV,05:00,738,17
OR3092,BJV,AMS,09:25,738,17
OR3093,AMS,BJV,04:15,738,3
OR3094,BJV,AMS,08:40,738,3
OR3097,AMS,BJV,14:15,73M,12
OR3098,BJV,AMS,18:40,73M,12
OR3105,AMS,BJV,08:20,738,18
OR3121,AMS,ADB,05:00,73M,5
OR3122,ADB,AMS,09:20,73M,5
OR3123,AMS,ADB,05:00,73M,15
OR3124,ADB,AMS,09:20,73M,15
OR3127,AMS,ADB,05:00,73M,8
OR3128,ADB,AMS,09:15,73M,8
OR3131,AMS,ADB,08:05,73M,11
OR3161,AMS,GZP,15:15,73M,16
OR3162,GZP,AMS,20:00,73M,15
OR3201,AMS,TIA,05:15,73M,32
OR3202,TIA,AMS,08:45,73M,32
OR3203,AMS,TIA,05:10,738,5
OR3204,TIA,AMS,08:40,738,5
OR3401,SSH,AMS,19:20,73M,1
OR3411,AMS,HRG,11:45,73M,83
OR3412,HRG,AMS,17:45,73M,83
OR3426,HRG,AMS,12:36,73M,1
OR3427,AMS,AYT,14:40,738,1
OR3428,AYT,AMS,19:20,738,1
OR3451,AMS,RMF,07:35,73M,131
OR3452,RMF,AMS,13:40,73M,129
OR3453,AMS,RMF,07:15,73M,8
OR3454,RMF,AMS,13:25,73M,8
OR3455,AMS,RMF,05:40,73M,20
OR3501,AMS,OHD,03:50,73M,23
OR3502,OHD,AMS,07:25,73M,22
OR3503,AMS,OHD,03:40,73M,23
OR3504,OHD,AMS,07:15,73M,23
OR3505,AMS,OHD,05:10,738,8
OR3506,OHD,AMS,08:50,738,8
OR3509,AMS,OHD,05:20,738,23
OR351,AMS,CUR,11:55,788,20
OR3510,OHD,AMS,08:55,738,23
OR352,CUR,AMS,23:35,788,21
OR3551,AMS,TIV,11:50,73M,9
OR3552,TIV,AMS,07:40,73M,9
OR361,AMS,CUR,08:20,788,123
OR3621,AMS,NBE,05:25,73M,39
OR3622,NBE,AMS,09:20,73M,39
OR3623,AMS,NBE,15:55,73M,18
OR3624,NBE,AMS,19:25,73M,18
OR365,AMS,CUR,10:35,788,237
OR367,AMS,CUR,09:00,788,193
OR368,CUR,AMS,20:35,788,189
OR369,AMS,CUR,13:05,788,29
OR370,CUR,AMS,00:55,788,30
OR3701,AMS,BVC,05:20,73M,127
OR371,AMS,CUR,14:50,788,22
OR3715,AMS,BVC,06:00,73M,33
OR372,CUR,AMS,02:50,788,23
OR3721,AMS,VXE,05:20,73M,89
OR375,AMS,CUR,14:30,788,1
OR3752,SID,AMS,15:45,73M,1
OR376,CUR,AMS,02:55,788,1
OR3791,AMS,VXE,07:35,73M,9
OR3801,AMS,BJL,06:00,73M,17
OR3802,BJL,AMS,17:00,73M,16
OR3805,AMS,BJL,06:05,73M,95
OR381,AMS,AUA,10:20,788,118
OR3891,AMS,BJL,05:30,73M,9
OR3892,BJL,AMS,16:40,73M,9
OR3895,AMS,BJL,06:05,73M,17
OR391,AMS,BON,21:45,788,123
OR3911,AMS,DSS,06:20,73M,15
OR393,AMS,BON,23:00,788,238
OR4016,AYT,AMS,22:45,738,1
OR4017,AMS,AYT,06:55,738,1
OR4018,AYT,AMS,11:10,738,1
OR4021,AMS,AYT,07:50,738,1
OR4022,AYT,AMS,12:13,738,1
OR4027,AMS,AYT,14:00,738,1
OR4028,AYT,AMS,19:20,738,1
OR4053,AMS,DLM,03:55,73M,1
OR4054,DLM,AMS,08:15,73M,1
OR4055,AMS,DLM,12:55,73M,1
OR4056,DLM,AMS,17:21,73M,1
OR4071,AMS,HER,17:20,E95,1
OR4077,AMS,HER,16:15,73M,1
OR4078,HER,AMS,20:27,73M,1
OR4133,AMS,LPA,11:30,738,1
OR4134,LPA,AMS,17:45,738,1
OR4185,AMS,KGS,16:30,738,1
OR4368,CUR,AMS,15:30,332,1
OR4369,AMS,LPA,12:59,73M,1
OR4605,AMS,ACE,07:20,738,2
OR4606,ACE,AMS,12:41,738,2
OR4633,AMS,LPA,12:55,738,5
OR4634,LPA,AMS,15:55,738,5
OR4637,AMS,LPA,07:40,73M,2
OR4638,LPA,AMS,14:12,73M,3
OR4639,AMS,LPA,05:25,321,2
OR4640,LPA,AMS,11:25,321,2
OR4641,AMS,LPA,07:00,738,3
OR4642,LPA,AMS,13:50,320,3
OR512,CUN,AMS,03:35,788,4
OR757,AMS,PUJ,08:05,788,209
OR821,AMS,CUN,11:30,788,61
OR822,CUN,AMS,23:45,788,60
OR9001,AMS,SFJ,07:20,320,2
OR9002,XRY,AMS,11:15,320,1
OR9401,AMS,CHQ,07:30,73M,2
OR9402,KIN,AMS,01:15,788,1
OR941,AMS,KEF,05:00,788,4
OR9411,AMS,FDH,15:00,73M,1
OR942,LBV,AMS,06:30,788,3
OR943,AMS,EBMB,05:20,788,5
OR944,DUB,AMS,08:12,788,6
OR945,AMS,BRU,06:10,788,2
OR946,RTM,AMS,07:15,73M,2
OR9461,AMS,MLA,13:55,73M,1
OR947,AMS,RTM,14:17,738,1
OR948,MAD,AMS,12:00,788,1
OR950,GKE,AMS,16:10,73M,1
OR9507,AMS,RIX,13:00,73M,1
OR9508,RIX,AMS,09:45,738,1
OR951,AMS,ORY,07:30,788,1
OR9515,AMS,FRA,13:25,738,2
OR952,LGW,AMS,10:40,73M,3
OR9523,AMS,VLC,14:00,73M,1
OR9524,VLC,AMS,09:00,73M,1
OR953,BRU,AMS,12:05,73M,1
OR9532,LNZ,AMS,07:45,738,1
OR954,LGW,AMS,08:25,73M,1
OR956,AMS,BRU,12:30,73M,1
OR957,AMS,RZE,12:30,788,1
OR958,BZZ,AMS,13:45,73M,2
OR9581,AMS,GYD,14:00,788,1
OR9582,GYD,AMS,09:00,788,1
OR9583,AMS,LGW,13:00,73M,1
OR9584,VLC,AMS,12:00,738,1
OR9585,AMS,LGW,06:25,73M,2
OR9587,AMS,CDT,14:00,73M,1
OR9588,CDT,AMS,11:00,73M,1
OR9591,AMS,LGW,10:15,73M,1
OR9592,LGW,AMS,11:40,73M,1
OR9593,AMS,PRN,10:00,738,1
OR9594,PRN,AMS,10:30,738,1
OR9595,AMS,LCA,08:30,738,1
OR9596,LCA,AMS,09:58,73M,1
OR963,AMS,RTM,04:50,73M,1
OR965,BRU,AMS,05:00,738,1
OS1401,VIE,FRA,18:40,320,1
OS1402,FRA,VIE,19:15,E95,1
OS1403,KLU,FRA,14:15,320,1
OS1404,FRA,VIE,20:45,320,1
OS1409,VIE,FRA,04:35,320,1
OS1472,FRA,VIE,10:20,320,2
OS1482,FRA,VIE,10:19,320,1
OS1488,FRA,VIE,07:30,220,1
OS199,VIE,FRA,04:00,320,388
OS200,FRA,VIE,06:20,320,388
OS201,VIE,FRA,05:00,320,422
OS202,FRA,VIE,07:20,320,422
OS203,VIE,FRA,06:00,320,418
OS204,FRA,VIE,08:20,320,418
OS205,VIE,FRA,06:50,320,418
OS206,FRA,VIE,09:10,320,417
OS207,VIE,FRA,08:30,320,411
OS208,FRA,VIE,10:50,320,407
OS209,VIE,FRA,09:20,320,412
OS210,FRA,VIE,11:40,320,410
OS211,VIE,FRA,11:20,320,416
OS212,FRA,VIE,13:50,320,410
OS213,VIE,FRA,12:55,320,402
OS214,FRA,VIE,15:15,320,399
OS215,VIE,FRA,15:10,320,421
OS216,FRA,VIE,17:30,320,418
OS217,VIE,FRA,16:30,320,421
OS218,FRA,VIE,04:40,320,421
OS219,VIE,FRA,17:25,320,326
OS220,FRA,VIE,19:45,320,324
OS261,LNZ,FRA,04:10,AT7,234
OS262,FRA,LNZ,06:30,AT7,235
OS263,LNZ,FRA,08:30,AT7,203
OS264,FRA,LNZ,10:50,AT7,201
OS265,LNZ,FRA,13:00,AT7,151
OS266,FRA,LNZ,15:15,AT7,147
OS267,LNZ,FRA,17:20,AT7,224
OS268,FRA,LNZ,19:40,AT7,225
OS311,VIE,AMS,06:15,320,117
OS312,AMS,VIE,09:00,320,117
OS313,VIE,AMS,08:40,320,40
OS314,AMS,VIE,11:25,320,33
OS315,VIE,AMS,13:50,320,88
OS316,AMS,VIE,16:30,320,94
OS317,VIE,AMS,16:20,320,105
OS318,AMS,VIE,19:00,320,105
OS319,VIE,AMS,19:20,320,117
OS320,AMS,VIE,06:05,320,116
OS322,AMS,INN,11:25,320,7
OS323,INN,AMS,14:05,320,7
OS368,CDG,FRA,21:30,320,1
OS369,AMS,INN,11:25,320,18
OS370,INN,AMS,14:05,320,20
OS371,VIE,AMS,05:10,320,296
OS372,AMS,VIE,07:55,320,294
OS373,VIE,AMS,12:55,320,243
OS374,AMS,VIE,15:40,320,262
OS375,VIE,AMS,15:20,220,278
OS376,AMS,VIE,18:05,220,269
OS377,VIE,AMS,18:20,220,288
OS378,AMS,VIE,05:00,220,286
OS379,VIE,AMS,07:40,220,139
OS380,AMS,VIE,10:25,220,120
OS467,FRA,EDI,07:03,320,1
OU410,ZAG,FRA,05:40,319,421
OU411,FRA,ZAG,17:00,220,413
OU412,SPU,FRA,13:40,220,422
OU413,FRA,SPU,11:05,220,424
OU414,ZAG,FRA,16:55,220,418
OU415,FRA,ZAG,18:45,220,411
OU416,ZAG,FRA,07:05,220,424
OU417,FRA,ZAG,08:30,319,416
OU418,DBV,FRA,05:25,319,280
OU419,FRA,DBV,08:25,319,273
OU4436,FRA,MUC,09:45,DH8,1
OU4450,SPU,AMS,13:10,320,27
OU4451,AMS,SPU,16:15,320,26
OU450,ZAG,AMS,06:20,220,425
OU451,AMS,ZAG,09:20,220,419
OU7411,FRA,ZAG,11:00,220,3
OU7412,ZAG,FRA,16:30,319,1
OU7416,ZAG,FRA,13:30,319,1
OU7417,FRA,ZAG,04:00,DH8,1
OU7418,FRA,ZAG,11:10,319,1
OU7451,AMS,ZAG,16:10,220,2
OU8005,KEF,FRA,15:15,220,1
OU8007,FRA,LIS,13:40,220,1
OZ541,ICN,FRA,00:45,350,294
OZ5413,ICN,FRA,16:40,350,1
OZ542,FRA,ICN,16:35,350,294
OZ5423,FRA,ICN,10:00,350,1
OZ775,VIE,FRA,06:25,744,59
OZ776,FRA,ICN,10:00,744,55
OZ793,STN,FRA,08:30,744,58
OZ794,FRA,ICN,12:05,744,56
OZ795,VIE,FRA,06:25,744,60
OZ796,FRA,ICN,10:00,744,56
P4777,IST,MIR,16:00,ER4,2
P4KH5I9,YYZ,MUC,01:00,320,4
PC034,FRA,AYT,11:45,320,1
PC036,AMS,SAW,14:40,321,1
PC055,SAW,FRA,14:50,320,1
PC1001,SAW,FRA,06:55,321,1
PC1249,SAW,AMS,08:00,321,5
PC1250,AMS,SAW,12:50,321,5
PC1251,SAW,AMS,05:50,321,423
PC1252,AMS,SAW,10:40,321,406
PC1253,SAW,AMS,09:45,321,424
PC1254,AMS,SAW,14:35,321,413
